date,strategy,direction,expected_edge,cost_estimate,net_edge,metadata
2025-01-06,put_call_parity,short_combo,0.6094568664025353,0.5383556,0.07110126640253522,"{'strike': 460.54, 'expiration': Timestamp('2025-02-05 00:00:00'), 'parity_diff_pct': 0.3557743844561864}"
2025-01-06,put_call_parity,long_combo,0.9480064491981928,0.5449995,0.4030069491981928,"{'strike': 483.57, 'expiration': Timestamp('2025-02-05 00:00:00'), 'parity_diff_pct': 0.04465137495884658}"
2025-01-06,put_call_parity,short_combo,1.136067431603884,0.5635711000000001,0.5724963316038838,"{'strike': 506.59, 'expiration': Timestamp('2025-02-05 00:00:00'), 'parity_diff_pct': -0.02572286342922878}"
2025-01-06,put_call_parity,short_combo,0.49962624708751946,0.5522758999999999,-0.05264965291248047,"{'strike': 460.54, 'expiration': Timestamp('2025-02-20 00:00:00'), 'parity_diff_pct': 0.19462112625633116}"
2025-01-06,put_call_parity,long_combo,2.707749163364518,0.5544748999999998,2.1532742633645183,"{'strike': 483.57, 'expiration': Timestamp('2025-02-20 00:00:00'), 'parity_diff_pct': 0.133160673239629}"
2025-01-06,put_call_parity,short_combo,1.2481311688714598,0.5662589000000001,0.6818722688714597,"{'strike': 506.59, 'expiration': Timestamp('2025-02-20 00:00:00'), 'parity_diff_pct': -0.028874459386508306}"
2025-01-06,put_call_parity,long_combo,0.27680636847495776,0.5500991000000001,-0.2732927315250423,"{'strike': 437.51, 'expiration': Timestamp('2025-03-07 00:00:00'), 'parity_diff_pct': -0.010533485347171669}"
2025-01-06,put_call_parity,short_combo,1.3321856370427216,0.5428455999999999,0.7893400370427217,"{'strike': 460.54, 'expiration': Timestamp('2025-03-07 00:00:00'), 'parity_diff_pct': 0.3895604999859352}"
2025-01-06,put_call_parity,short_combo,0.2523776425603401,0.5474117000000001,-0.29503405743965994,"{'strike': 483.57, 'expiration': Timestamp('2025-03-07 00:00:00'), 'parity_diff_pct': -0.012982871442084076}"
2025-01-06,put_call_parity,short_combo,1.3197439025263265,0.5640047999999998,0.7557391025263267,"{'strike': 506.59, 'expiration': Timestamp('2025-03-07 00:00:00'), 'parity_diff_pct': -0.03120821911513741}"
2025-01-07,put_call_parity,short_combo,3.196368177512653,0.5714418999999998,2.624926277512653,"{'strike': 417.69, 'expiration': Timestamp('2025-02-06 00:00:00'), 'parity_diff_pct': 0.06665191824361923}"
2025-01-07,put_call_parity,short_combo,0.7016757527918553,0.544047,0.1576287527918554,"{'strike': 464.1, 'expiration': Timestamp('2025-02-06 00:00:00'), 'parity_diff_pct': 0.40844394270129863}"
2025-01-07,put_call_parity,short_combo,3.1937610323055345,0.5475073000000001,2.646253732305534,"{'strike': 487.31, 'expiration': Timestamp('2025-02-06 00:00:00'), 'parity_diff_pct': -0.14919821576066847}"
2025-01-07,put_call_parity,long_combo,2.564816671928945,0.5678917999999998,1.996924871928945,"{'strike': 510.51, 'expiration': Timestamp('2025-02-06 00:00:00'), 'parity_diff_pct': 0.05761007074076209}"
2025-01-07,put_call_parity,long_combo,1.3946502076345908,0.5725337999999999,0.8221164076345909,"{'strike': 417.69, 'expiration': Timestamp('2025-02-21 00:00:00'), 'parity_diff_pct': -0.02862168347338366}"
2025-01-07,put_call_parity,short_combo,1.7445525173118135,0.5610058,1.1835467173118135,"{'strike': 440.89, 'expiration': Timestamp('2025-02-21 00:00:00'), 'parity_diff_pct': 0.06799850670844773}"
2025-01-07,put_call_parity,short_combo,0.5947997692949016,0.5551723000000002,0.03962746929490146,"{'strike': 464.1, 'expiration': Timestamp('2025-02-21 00:00:00'), 'parity_diff_pct': 0.23103504214175163}"
2025-01-07,put_call_parity,short_combo,0.7171470212779312,0.5599470000000001,0.1572000212779311,"{'strike': 487.31, 'expiration': Timestamp('2025-02-21 00:00:00'), 'parity_diff_pct': -0.03497127167628366}"
2025-01-07,put_call_parity,long_combo,1.1181502537756032,0.5730034999999999,0.5451467537756033,"{'strike': 510.51, 'expiration': Timestamp('2025-02-21 00:00:00'), 'parity_diff_pct': 0.025658565729469795}"
2025-01-07,put_call_parity,short_combo,0.7641595555149507,0.5722869999999999,0.19187255551495086,"{'strike': 417.69, 'expiration': Timestamp('2025-03-08 00:00:00'), 'parity_diff_pct': 0.01543864578519435}"
2025-01-07,put_call_parity,short_combo,0.2860220341185382,0.5552830999999999,-0.2692610658814617,"{'strike': 440.89, 'expiration': Timestamp('2025-03-08 00:00:00'), 'parity_diff_pct': 0.010806342459829567}"
2025-01-07,put_call_parity,long_combo,0.3961893827611753,0.5495563,-0.15336691723882467,"{'strike': 464.1, 'expiration': Timestamp('2025-03-08 00:00:00'), 'parity_diff_pct': -0.11552430654915526}"
2025-01-07,put_call_parity,short_combo,2.835261678962695,0.5661736999999999,2.269087978962695,"{'strike': 510.51, 'expiration': Timestamp('2025-03-08 00:00:00'), 'parity_diff_pct': -0.06649680627402313}"
2025-01-08,put_call_parity,short_combo,1.4576973652997616,0.5502221,0.9074752652997615,"{'strike': 440.25, 'expiration': Timestamp('2025-02-07 00:00:00'), 'parity_diff_pct': 0.05874139995300442}"
2025-01-08,put_call_parity,short_combo,1.0765958978471541,0.5400284,0.5365674978471542,"{'strike': 463.42, 'expiration': Timestamp('2025-02-07 00:00:00'), 'parity_diff_pct': 0.6215538064421443}"
2025-01-08,put_call_parity,long_combo,0.6525055696054523,0.5480317,0.10447386960545224,"{'strike': 486.59, 'expiration': Timestamp('2025-02-07 00:00:00'), 'parity_diff_pct': 0.030560468908928568}"
2025-01-08,put_call_parity,long_combo,0.678007037058066,0.5664313,0.111575737058066,"{'strike': 509.76, 'expiration': Timestamp('2025-02-07 00:00:00'), 'parity_diff_pct': 0.015258506177223203}"
2025-01-08,put_call_parity,short_combo,3.5009346002179313,0.5723585,2.9285761002179314,"{'strike': 417.08, 'expiration': Timestamp('2025-02-22 00:00:00'), 'parity_diff_pct': 0.07192297444682456}"
2025-01-08,put_call_parity,long_combo,1.0178461428360208,0.5577318000000002,0.4601143428360206,"{'strike': 440.25, 'expiration': Timestamp('2025-02-22 00:00:00'), 'parity_diff_pct': -0.039703864923294765}"
2025-01-08,put_call_parity,short_combo,0.8360731141100253,0.5549476,0.2811255141100253,"{'strike': 463.42, 'expiration': Timestamp('2025-02-22 00:00:00'), 'parity_diff_pct': 0.322095948789839}"
2025-01-08,put_call_parity,short_combo,0.7044923710560163,0.5574913,0.14700107105601623,"{'strike': 486.59, 'expiration': Timestamp('2025-02-22 00:00:00'), 'parity_diff_pct': -0.034458785196026236}"
2025-01-08,put_call_parity,short_combo,1.4543116280020598,0.5723967000000003,0.8819149280020595,"{'strike': 509.76, 'expiration': Timestamp('2025-02-22 00:00:00'), 'parity_diff_pct': -0.033444205412772085}"
2025-01-08,put_call_parity,long_combo,0.5809756996788806,0.571113,0.009862699678880649,"{'strike': 417.08, 'expiration': Timestamp('2025-03-09 00:00:00'), 'parity_diff_pct': -0.011748280861560264}"
2025-01-08,put_call_parity,short_combo,0.5553450518278886,0.5534286999999999,0.0019163518278887404,"{'strike': 440.25, 'expiration': Timestamp('2025-03-09 00:00:00'), 'parity_diff_pct': 0.020992179050532273}"
2025-01-08,put_call_parity,long_combo,0.8000341966653419,0.5464865999999999,0.253547596665342,"{'strike': 463.42, 'expiration': Timestamp('2025-03-09 00:00:00'), 'parity_diff_pct': -0.23137527385329368}"
2025-01-08,put_call_parity,short_combo,0.25918655484137076,0.5531569,-0.2939703451586292,"{'strike': 486.59, 'expiration': Timestamp('2025-03-09 00:00:00'), 'parity_diff_pct': -0.01326482559285623}"
2025-01-08,put_call_parity,long_combo,1.5038926936518564,0.5648932,0.9389994936518564,"{'strike': 509.76, 'expiration': Timestamp('2025-03-09 00:00:00'), 'parity_diff_pct': 0.03535534036259286}"
2025-01-09,put_call_parity,short_combo,2.3261840229314323,0.5400685999999999,1.7861154229314324,"{'strike': 431.43, 'expiration': Timestamp('2025-02-08 00:00:00'), 'parity_diff_pct': 0.09562653880873581}"
2025-01-09,put_call_parity,short_combo,1.5769145135342022,0.564384668,1.0125298455342022,"{'strike': 454.14, 'expiration': Timestamp('2025-02-08 00:00:00'), 'parity_diff_pct': 0.927179276674435}"
2025-01-09,put_call_parity,long_combo,0.4772149958629157,0.5395374999999999,-0.06232250413708418,"{'strike': 476.85, 'expiration': Timestamp('2025-02-08 00:00:00'), 'parity_diff_pct': 0.022806861809363747}"
2025-01-09,put_call_parity,long_combo,1.7179270550137957,0.5573336999999998,1.160593355013796,"{'strike': 499.55, 'expiration': Timestamp('2025-02-08 00:00:00'), 'parity_diff_pct': 0.039457043825441455}"
2025-01-09,put_call_parity,long_combo,2.505603461263089,0.5487358999999999,1.9568675612630888,"{'strike': 431.43, 'expiration': Timestamp('2025-02-23 00:00:00'), 'parity_diff_pct': -0.09970049763336702}"
2025-01-09,put_call_parity,short_combo,1.182245791488711,0.576209804,0.606035987488711,"{'strike': 454.14, 'expiration': Timestamp('2025-02-23 00:00:00'), 'parity_diff_pct': 0.46385168571139307}"
2025-01-09,put_call_parity,long_combo,0.6670115802655943,0.5598866999999998,0.10712488026559441,"{'strike': 499.55, 'expiration': Timestamp('2025-02-23 00:00:00'), 'parity_diff_pct': 0.015655201133092243}"
2025-01-09,put_call_parity,short_combo,0.866324688041864,0.5606649000000001,0.3056597880418639,"{'strike': 408.73, 'expiration': Timestamp('2025-03-10 00:00:00'), 'parity_diff_pct': 0.01787501530651554}"
2025-01-09,put_call_parity,short_combo,0.3915584357089301,0.569637732,-0.1780792962910699,"{'strike': 454.14, 'expiration': Timestamp('2025-03-10 00:00:00'), 'parity_diff_pct': 0.11532836605691535}"
2025-01-09,put_call_parity,short_combo,1.0377579294222485,0.5423294,0.4954285294222486,"{'strike': 476.85, 'expiration': Timestamp('2025-03-10 00:00:00'), 'parity_diff_pct': -0.05420500336159419}"
2025-01-09,put_call_parity,short_combo,0.7404521833760498,0.5560656999999998,0.18438648337605001,"{'strike': 499.55, 'expiration': Timestamp('2025-03-10 00:00:00'), 'parity_diff_pct': -0.017767148796199256}"
2025-01-10,put_call_parity,long_combo,2.0615378495601426,0.5592364000000001,1.5023014495601426,"{'strike': 448.32, 'expiration': Timestamp('2025-02-09 00:00:00'), 'parity_diff_pct': -0.08154676203901316}"
2025-01-10,put_call_parity,short_combo,1.5363022707788758,0.5485627000000001,0.9877395707788758,"{'strike': 471.92, 'expiration': Timestamp('2025-02-09 00:00:00'), 'parity_diff_pct': 0.8685082497422486}"
2025-01-10,put_call_parity,short_combo,1.3966423911178403,0.5562383000000001,0.8404040911178402,"{'strike': 495.52, 'expiration': Timestamp('2025-02-09 00:00:00'), 'parity_diff_pct': -0.06423517279980594}"
2025-01-10,put_call_parity,short_combo,2.2417159773963817,0.5819756,1.6597403773963817,"{'strike': 424.73, 'expiration': Timestamp('2025-02-24 00:00:00'), 'parity_diff_pct': 0.0452179631969974}"
2025-01-10,put_call_parity,long_combo,2.232258653608394,0.5620411000000001,1.6702175536083939,"{'strike': 471.92, 'expiration': Timestamp('2025-02-24 00:00:00'), 'parity_diff_pct': -0.8420889022392063}"
2025-01-10,put_call_parity,long_combo,0.8507635542987089,0.5807468,0.27001675429870886,"{'strike': 424.73, 'expiration': Timestamp('2025-03-11 00:00:00'), 'parity_diff_pct': -0.016890932354021372}"
2025-01-10,put_call_parity,long_combo,0.4124650991092178,0.5556592,-0.14319410089078222,"{'strike': 471.92, 'expiration': Timestamp('2025-03-11 00:00:00'), 'parity_diff_pct': -0.11680708421514124}"
2025-01-10,put_call_parity,short_combo,0.31344671573441474,0.5603279000000001,-0.24688118426558536,"{'strike': 495.52, 'expiration': Timestamp('2025-03-11 00:00:00'), 'parity_diff_pct': -0.01575723045333456}"
2025-01-13,put_call_parity,long_combo,1.7239561213965615,0.5716802,1.1522759213965617,"{'strike': 418.62, 'expiration': Timestamp('2025-02-12 00:00:00'), 'parity_diff_pct': -0.035856398147344225}"
2025-01-13,put_call_parity,long_combo,0.43292313401531146,0.5511341,-0.1182109659846885,"{'strike': 441.87, 'expiration': Timestamp('2025-02-12 00:00:00'), 'parity_diff_pct': -0.01737487185509901}"
2025-01-13,put_call_parity,short_combo,4.456572362177665,0.5426748000000001,3.913897562177665,"{'strike': 465.13, 'expiration': Timestamp('2025-02-12 00:00:00'), 'parity_diff_pct': 2.5556266373567538}"
2025-01-13,put_call_parity,short_combo,0.6859678583706419,0.5530832000000001,0.13288465837064178,"{'strike': 488.39, 'expiration': Timestamp('2025-02-12 00:00:00'), 'parity_diff_pct': -0.032011241180833976}"
2025-01-13,put_call_parity,short_combo,1.4779008457518898,0.5679656,0.9099352457518899,"{'strike': 511.64, 'expiration': Timestamp('2025-02-12 00:00:00'), 'parity_diff_pct': -0.03314288316957902}"
2025-01-13,put_call_parity,long_combo,1.0734762723390645,0.5743079,0.4991683723390645,"{'strike': 418.62, 'expiration': Timestamp('2025-02-27 00:00:00'), 'parity_diff_pct': -0.02196956312933178}"
2025-01-13,put_call_parity,long_combo,2.443004164775857,0.5589013000000002,1.884102864775857,"{'strike': 441.87, 'expiration': Timestamp('2025-02-27 00:00:00'), 'parity_diff_pct': -0.09490120537683094}"
2025-01-13,put_call_parity,long_combo,1.2379882412524061,0.5573397,0.6806485412524061,"{'strike': 465.13, 'expiration': Timestamp('2025-02-27 00:00:00'), 'parity_diff_pct': -0.47372816427594167}"
2025-01-13,put_call_parity,long_combo,1.6723723177289536,0.5578988000000001,1.1144735177289533,"{'strike': 488.39, 'expiration': Timestamp('2025-02-27 00:00:00'), 'parity_diff_pct': 0.08151540559550602}"
2025-01-13,put_call_parity,short_combo,1.047099789834256,0.5736344000000003,0.4734653898342557,"{'strike': 511.64, 'expiration': Timestamp('2025-02-27 00:00:00'), 'parity_diff_pct': -0.023996566890128482}"
2025-01-13,put_call_parity,short_combo,0.3111646089425406,0.5555752,-0.24441059105745944,"{'strike': 441.87, 'expiration': Timestamp('2025-03-14 00:00:00'), 'parity_diff_pct': 0.011712432507515668}"
2025-01-13,put_call_parity,short_combo,1.2868825413751477,0.5518371,0.7350454413751477,"{'strike': 465.13, 'expiration': Timestamp('2025-03-14 00:00:00'), 'parity_diff_pct': 0.36967512779172523}"
