date,strategy,direction,expected_edge,cost_estimate,net_edge,metadata
2025-01-06,calendar_vol_spread,short,7.847999999999999,2.0,5.847999999999999,"{'sell_expiration': Timestamp('2025-02-20 00:00:00'), 'buy_expiration': Timestamp('2025-03-07 00:00:00'), 'iv_spread': 0.07848}"
2025-01-07,calendar_vol_spread,short,8.820000000000002,2.0,6.820000000000002,"{'sell_expiration': Timestamp('2025-02-21 00:00:00'), 'buy_expiration': Timestamp('2025-03-08 00:00:00'), 'iv_spread': 0.08820000000000003}"
2025-01-08,calendar_vol_spread,short,8.762000000000004,2.0,6.762000000000004,"{'sell_expiration': Timestamp('2025-02-22 00:00:00'), 'buy_expiration': Timestamp('2025-03-09 00:00:00'), 'iv_spread': 0.08762000000000003}"
2025-01-09,calendar_vol_spread,short,8.62,2.0,6.619999999999999,"{'sell_expiration': Timestamp('2025-02-23 00:00:00'), 'buy_expiration': Timestamp('2025-03-10 00:00:00'), 'iv_spread': 0.0862}"
2025-01-10,calendar_vol_spread,short,8.209999999999996,2.0,6.2099999999999955,"{'sell_expiration': Timestamp('2025-02-24 00:00:00'), 'buy_expiration': Timestamp('2025-03-11 00:00:00'), 'iv_spread': 0.08209999999999995}"
2025-01-13,calendar_vol_spread,short,7.379999999999997,2.0,5.379999999999997,"{'sell_expiration': Timestamp('2025-02-27 00:00:00'), 'buy_expiration': Timestamp('2025-03-14 00:00:00'), 'iv_spread': 0.07379999999999998}"
2025-01-14,calendar_vol_spread,short,9.200000000000003,2.0,7.200000000000003,"{'sell_expiration': Timestamp('2025-02-28 00:00:00'), 'buy_expiration': Timestamp('2025-03-15 00:00:00'), 'iv_spread': 0.09200000000000003}"
2025-01-15,calendar_vol_spread,short,17.075900000000004,2.0,15.075900000000004,"{'sell_expiration': Timestamp('2025-03-01 00:00:00'), 'buy_expiration': Timestamp('2025-03-16 00:00:00'), 'iv_spread': 0.17075900000000005}"
2025-01-16,calendar_vol_spread,short,7.582,2.0,5.582,"{'sell_expiration': Timestamp('2025-03-02 00:00:00'), 'buy_expiration': Timestamp('2025-03-17 00:00:00'), 'iv_spread': 0.07582}"
2025-01-17,calendar_vol_spread,short,7.652000000000003,2.0,5.652000000000003,"{'sell_expiration': Timestamp('2025-03-03 00:00:00'), 'buy_expiration': Timestamp('2025-03-18 00:00:00'), 'iv_spread': 0.07652000000000003}"
2025-01-20,calendar_vol_spread,short,7.7964,2.0,5.7964,"{'sell_expiration': Timestamp('2025-03-06 00:00:00'), 'buy_expiration': Timestamp('2025-03-21 00:00:00'), 'iv_spread': 0.077964}"
2025-01-21,calendar_vol_spread,short,9.002000000000002,2.0,7.0020000000000024,"{'sell_expiration': Timestamp('2025-03-07 00:00:00'), 'buy_expiration': Timestamp('2025-03-22 00:00:00'), 'iv_spread': 0.09002000000000002}"
2025-01-22,calendar_vol_spread,short,7.890000000000002,2.0,5.890000000000002,"{'sell_expiration': Timestamp('2025-03-08 00:00:00'), 'buy_expiration': Timestamp('2025-03-23 00:00:00'), 'iv_spread': 0.07890000000000003}"
2025-01-23,calendar_vol_spread,short,7.680000000000001,2.0,5.680000000000001,"{'sell_expiration': Timestamp('2025-03-09 00:00:00'), 'buy_expiration': Timestamp('2025-03-24 00:00:00'), 'iv_spread': 0.07680000000000001}"
2025-01-24,calendar_vol_spread,short,8.179999999999993,2.0,6.179999999999993,"{'sell_expiration': Timestamp('2025-03-10 00:00:00'), 'buy_expiration': Timestamp('2025-03-25 00:00:00'), 'iv_spread': 0.08179999999999993}"
2025-01-27,calendar_vol_spread,short,7.197999999999996,2.0,5.197999999999996,"{'sell_expiration': Timestamp('2025-03-13 00:00:00'), 'buy_expiration': Timestamp('2025-03-28 00:00:00'), 'iv_spread': 0.07197999999999996}"
2025-01-28,calendar_vol_spread,short,8.185999999999998,2.0,6.185999999999998,"{'sell_expiration': Timestamp('2025-03-14 00:00:00'), 'buy_expiration': Timestamp('2025-03-29 00:00:00'), 'iv_spread': 0.08185999999999999}"
2025-01-29,calendar_vol_spread,short,7.430000000000006,2.0,5.430000000000006,"{'sell_expiration': Timestamp('2025-03-15 00:00:00'), 'buy_expiration': Timestamp('2025-03-30 00:00:00'), 'iv_spread': 0.07430000000000006}"
2025-01-30,calendar_vol_spread,short,11.202799999999998,2.0,9.202799999999998,"{'sell_expiration': Timestamp('2025-03-01 00:00:00'), 'buy_expiration': Timestamp('2025-03-31 00:00:00'), 'iv_spread': 0.11202799999999999}"
2025-01-31,calendar_vol_spread,short,7.356000000000002,2.0,5.356000000000002,"{'sell_expiration': Timestamp('2025-03-17 00:00:00'), 'buy_expiration': Timestamp('2025-04-01 00:00:00'), 'iv_spread': 0.07356000000000001}"
